"Which addresses should appear on the invoice? Please note that downloadable product orders don't have a shipping address.","Ποιά διεύθυνση θέλετε να εμφανίζεται στα Τιμολόγια; Παρακαλώ σημειώστε ότι τα αύλα προϊόντα δεν έχουν Διεύθυνση αποστολής."
"Which addresses should appear on the packing slip? Please note that downloadable product orders don't have a shipping address.","Ποιά διεύθυνση θέλετε να εμφανίζεται στις Φορτωτικές; Παρακαλώ σημειώστε ότι τα αύλα προϊόντα δεν έχουν Διεύθυνση αποστολής."
"A4","A4 - στάνταρ"
"letter","γράμμα"
"Billing Address only","Μόνο Διεύθυνση Τιμολόγησης"
"Shipping Address only","Μόνο Διεύθυνση Αποστολής"
"Both Addresses","Διεύθυνση Τιμολόγησης καί Διεύθυνση Αποστολής"
"Courier","Courier"
"Times New Roman","Times New Roman"
"Helvetica","Helvetica"
"DejaVuSans","DejaVuSans"
"DejaVuSansMono","DejaVuSansMono"
"DejaVuSerif","DejaVuSerif"
"Digitally Sign PDF","Υπογράψτε ψηφιακά το PDF"
"Signature","Υπογραφή"
"Copy the contents of your certificate/signature file including your private key here. Include everything from -----BEGIN RSA PRIVATE KEY----- to -----END CERTIFICATE-----","Αντιγράψτε το περιεχόμενο του Πιστοποιητικού σας (Certificate) και του Προσωπικού Κλειδιού (Private Key) σας εδώ. Συμπεριλάβετε τα παντα απο -----BEGIN RSA PRIVATE KEY----- ως και -----END CERTIFICATE-----"
"Password of Signature","Κωδικός Υπογραφής"
"THSarabunPSK (Thai)","THSarabunPSK (Μόνο Για Ταυλανδη)"
"Add your custom comments here to appear at the bottom of the Order Print-out.","Προσθέστε τα δικά σας σχόλια εδώ ώστε να εμφανιστούν στο κάτω μέρος (υπολεφαλίδα) της εκτύπωσης της Παραγγελίας. Μπορείτε για παράδειγμα να συμπεριλάβετε τον Αριθμό Τραπεζικού Λογαριασμού ή κάποιο διαφημιστικό μύνημα."
"Which addresses should appear on the order? Please note that downloadable product orders don't have a shipping address.","Ποιά διεύθυνση θέλετε να εμφανίζεται στις Παραγγελίες; Παρακαλώ σημειώστε ότι τα αύλα προϊόντα δεν έχουν Διεύθυνση αποστολής."
"Display","Εμφάνιση"
"None","Κανένα"
"Product Image","Φωτογραφία Προϊόντος"
"SKU Barcode","Κωδικός/Barcode"
"Display Quantity as full number","Εμφάνιση Ποσότητας Ολογράφως"
"US","Μοτίβο ΗΠΑ"
"European","Ευρωπαϊκό μοτίβο"
"Customer Address Format","Μοτίβο Διεύθυνσης Πελάτη"
"Display Base and Order Currency","Εμφάνιση Βασικής Ισοτιμίας και Ισοτιμίας Συναλλαγής"
"Delivery Date","Ημερομηνία Παράδοσης"
"Display Delivery Date","Εμφάνιση Ημερομηνίας Παράδοσης"
"Displays the date of the invoice again. Needed in some jurisdictions.","Εμφανίστε ξανά τον Άριθμό Τιμολογίου. Σε κάποιες χώρες το ζητά ο νόμος."
"Print Order History with Comments","Εκτυπώστε Ιστορικό Παραγγελίας με όλες τις παρατηρήσεις"
"Single - Shipping Address Label","Μόνο Διεύθυνση Αποστολής"
"Single - Billing Address Label","Μόνο Διεύθυνση Τιμολόγησης"
"Double - Both Addresses","Διεύθυνση Τιμολόγησης καί Διεύθυνση Αποστολής"
"Use Integrated Labels","Χρησιμοποιήστε ενσωματωμένες ταμπέλες"
"Print Order as Packing Slip","Εκτύπωση Παραγγελίας σας Φορτωτική"
"Use this option if you would like to print packing slips without having to create shipments. You will however loose the ability to print the packing slips with the shipment number (the order number is used instead).","Ενεργοποιήστε αυτή την λειτουργία αν θέλετε να εκτυπώνετε αμέσως Φορτωτικές χώρις τον προηγούμενη δημιουργία Διαταγής Αποστολής (shipment). Θα χάσετε ωστόσο την δυνατότητα να εκτυπώνετε Φορτωτικές με τον Αριθμό Αποστολής και στη θέση του θα εκτυπώνεται ο Αριθμός Παραγγελίας."
"Footer Block 1","1ος Χώρος Υποκεφαλίδας"
"Footer Block 2","2ος Χώρος Υποκεφαλίδας"
"Footer Block 3","3ος Χώρος Υποκεφαλίδας"
"Footer Block 4","4ος Χώρος Υποκεφαλίδας"
"Double - Shipping and Return Addresses","Διεύθυνση Τιμολόγησης καί Διεύθυνση Επιστροφών"
"Return Address","Διεύθυνση Επιστροφών"
"Total Weight","Συνολικό Βάρος"
"Display Total Weight","Εμφάνιση Συνολικού Βάρους"
"kg","κιλά"
"Background Image","Εικόνα στο παρασκήνιο"
"Placement of Logo","Τοποθέτηση Λογότυπου"
"Logo Width","Πλάτος Λογότυπου"
"Logo Height","Ύψος Λογότυπου"
"Logo top-left Corner from the left","Λογότυπο πάνω αριστερή γωνία από αριστερά"
"Logo top-left Corner from the top","Λογότυπο πάνω αριστερή γωνία από πάνω"
"automatic","Αυτομάτο"
"no-scaling","χωρίς κλίμακα"
"manual","Χειροκίνητα"
"Display Email Address","Εμφάνιση διευθύνσης E-mail"
"Displays as part of the billing address.","Εμφάνιση σαν κομμάτι της διευθύνσης χρεώσης"
"in milimeters","σε χιλιοστά"
"Display Row Subtotal Including Tax","Εμφάνιση στείλης μερικού συνόλου συμπεράλαμβανμενου ΦΠΑ"
"is only effective if Tax > Orders, Invoices, Creditmemos Display Settings > Prices is set to not display taxes","Ισχύει μόνο αν Φόροι > Παραγγελίες, Τιμολόγια, Πιστωτικά τιμολόγια ρυθμίσεις εμφάνισης > Οι τιμές έχουν ρυθμιστεί να μην εμφανίζονται οι φόροι."
"Grand Total is tax inclusive","Το Γενικό σύνολο Περιλαμβάνει φόρους."
"Display only one Grand Total"," Εμφάνισε μόνο το γενικό σύνολο"
"Display detailed Tax Summary","Εμφάνιση αναλυτικά τους φόρους"
"Columns","Στήλες"
"Columns Advanced","Προχωρημένες στήλες"
"Display Background only on first page","Εμφάνιση φόντου μόνο στην πρώτη σελίδα"
"Display Page Number","Εμφάνιση αριθμού σελίδας"
"Custom Column","Προσαρμοσμένη στήλη"
"Custom Column Attribute","Χαρακτηριστικό προσαρμοσμένης στήλης"
"Base Amount","Σύνολο βάσης"
"Select up to 5 attributes.","Επιλέξτε μέχρι 5 χαρακτηριστικά"
"Position","Θέση"
"Pos","Pos"
"right","Δεξιά"
"left","Αριστερά"
"Display Pdf in New Window","Εμφάνιση PDF σε νέο παράθυρο"
"Weight Unit","Μονάδα βάρους"
"Barcode Type","Τύπος γραμμωτού κώδικα"
"Pdf Totals Sort Order","Ταξινόμιση συνόλων PDF"
"Upload Custom Font","Ανεβάστε δική σας γραμματοσειρά"
"Don't Use","Δεν χρησιμοποιείται"
"Custom Label Left - Shipping Address","Προσαρμοσμένη ταμπέλα αριστερά – Διεύθυνση Αποστολής "
"Custom Label Right - Shipping Address","Προσαρμοσμένη ταμπέλα δεξιά – Διεύθυνση Αποστολής "
"Custom Label Left - Billing Address","Προσαρμοσμένη ταμπέλα αριστερά – Διεύθυνση Χρέωσης"
"Custom Label Right - Billing Address","Προσαρμοσμένη ταμπέλα δεξιά – Διεύθυνση Χρέωσης"
"Display Sales rule instead of Coupon Code","Εμφάνιση κανόνα πωλήσεων αντί για κωδικό κουπονιού"
"Combines Gift Wrapping for Orders, Items and Printed Cards","Συνδύασε συσκευασία δώρου για παραγγελίες,προϊόντα και εκτυπωμένες κάρτες"
"Sort by Column","Ταξιμόνηση ανά στήλη"
"Use Alternative Layout","Χρήση εναλλακτικού σχεδίου"
"Please make sure the barcode type is appropriate for the content or the pdf generation might fail (Default: CODE 39 EXTENDED + CHECKSUM).","Παρακαλώ βεβαιωθείτε ότι ο τύπος γραμμωτού κώδικα είναι κατάλληλος για το περιεχόμενο αλλιώς η δημιουργία PDF μπορεί να αποτύχει. (Προεπιλογή: CODE 39 EXTENDED + CHECKSUM)."
"Double - Shipping and Store Addresses","Διπλό – Διεύθυνση αποστολής και καταστήματος"
"Double - Shipping with Store Addresses and Image","Διπλό – Διεύθυνση αποστολής και καταστήματος με εικόνα"
"Page Orientation","Προσανατολισμός σελίδας"
"Portrait","Πορτραίτο"
"Landscape","Οριζόντια"
"Display Tracking Number as Barcode","Εμφάνιση αριθμού αποστολής σαν γραμμωτό κώδικα"
"Display Document Barcode","Εμφάνιση γραμμωτού κώδικα κειμένου"
